id_national,name,types,image,link,Species,height,weight
155,Cyndaquil,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/cyndaquil.jpg,https://pokemondb.net/pokedex/cyndaquil,Fire Mouse Pokémon,0.5 m (1′08″),7.9 kg (17.4 lbs)
156,Quilava,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/quilava.jpg,https://pokemondb.net/pokedex/quilava,Volcano Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs)
157,Typhlosion,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/typhlosion.jpg,https://pokemondb.net/pokedex/typhlosion,Volcano Pokémon,1.7 m (5′07″),79.5 kg (175.3 lbs)
218,Slugma,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/slugma.jpg,https://pokemondb.net/pokedex/slugma,Lava Pokémon,0.7 m (2′04″),35.0 kg (77.2 lbs)
219,Magcargo,"[""Fire"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/magcargo.jpg,https://pokemondb.net/pokedex/magcargo,Lava Pokémon,0.8 m (2′07″),55.0 kg (121.3 lbs)
228,Houndour,"[""Dark"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/houndour.jpg,https://pokemondb.net/pokedex/houndour,Dark Pokémon,0.6 m (2′00″),10.8 kg (23.8 lbs)
229,Houndoom,"[""Dark"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/houndoom.jpg,https://pokemondb.net/pokedex/houndoom,Dark Pokémon,1.4 m (4′07″),35.0 kg (77.2 lbs)
240,Magby,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/magby.jpg,https://pokemondb.net/pokedex/magby,Live Coal Pokémon,0.7 m (2′04″),21.4 kg (47.2 lbs)
244,Entei,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/entei.jpg,https://pokemondb.net/pokedex/entei,Volcano Pokémon,2.1 m (6′11″),198.0 kg (436.5 lbs)
250,Ho-oh,"[""Fire"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/ho-oh.jpg,https://pokemondb.net/pokedex/ho-oh,Rainbow Pokémon,3.8 m (12′06″),199.0 kg (438.7 lbs)
255,Torchic,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/torchic.jpg,https://pokemondb.net/pokedex/torchic,Chick Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs)
256,Combusken,"[""Fire"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/combusken.jpg,https://pokemondb.net/pokedex/combusken,Young Fowl Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs)
257,Blaziken,"[""Fire"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/blaziken.jpg,https://pokemondb.net/pokedex/blaziken,Blaze Pokémon,1.9 m (6′03″),52.0 kg (114.6 lbs)
322,Numel,"[""Fire"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/numel.jpg,https://pokemondb.net/pokedex/numel,Numb Pokémon,0.7 m (2′04″),24.0 kg (52.9 lbs)
323,Camerupt,"[""Fire"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/camerupt.jpg,https://pokemondb.net/pokedex/camerupt,Eruption Pokémon,1.9 m (6′03″),220.0 kg (485.0 lbs)
324,Torkoal,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/torkoal.jpg,https://pokemondb.net/pokedex/torkoal,Coal Pokémon,0.5 m (1′08″),80.4 kg (177.3 lbs)
390,Chimchar,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/chimchar.jpg,https://pokemondb.net/pokedex/chimchar,Chimp Pokémon,0.5 m (1′08″),6.2 kg (13.7 lbs)
391,Monferno,"[""Fire"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/monferno.jpg,https://pokemondb.net/pokedex/monferno,Playful Pokémon,0.9 m (2′11″),22.0 kg (48.5 lbs)
392,Infernape,"[""Fire"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/infernape.jpg,https://pokemondb.net/pokedex/infernape,Flame Pokémon,1.2 m (3′11″),55.0 kg (121.3 lbs)
467,Magmortar,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/magmortar.jpg,https://pokemondb.net/pokedex/magmortar,Blast Pokémon,1.6 m (5′03″),68.0 kg (149.9 lbs)
485,Heatran,"[""Fire"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/heatran.jpg,https://pokemondb.net/pokedex/heatran,Lava Dome Pokémon,1.7 m (5′07″),430.0 kg (948.0 lbs)
494,Victini,"[""Psychic"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/victini.jpg,https://pokemondb.net/pokedex/victini,Victory Pokémon,0.4 m (1′04″),4.0 kg (8.8 lbs)
498,Tepig,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/tepig.jpg,https://pokemondb.net/pokedex/tepig,Fire Pig Pokémon,0.5 m (1′08″),9.9 kg (21.8 lbs)
499,Pignite,"[""Fire"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/pignite.jpg,https://pokemondb.net/pokedex/pignite,Fire Pig Pokémon,1.0 m (3′03″),55.5 kg (122.4 lbs)
500,Emboar,"[""Fire"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/emboar.jpg,https://pokemondb.net/pokedex/emboar,Mega Fire Pig Pokémon,1.6 m (5′03″),150.0 kg (330.7 lbs)
513,Pansear,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/pansear.jpg,https://pokemondb.net/pokedex/pansear,High Temp Pokémon,0.6 m (2′00″),11.0 kg (24.3 lbs)
514,Simisear,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/simisear.jpg,https://pokemondb.net/pokedex/simisear,Ember Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs)
554,Darumaka,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg,https://pokemondb.net/pokedex/darumaka,Zen Charm Pokémon,0.6 m (2′00″),37.5 kg (82.7 lbs)
555,Darmanitan,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg,https://pokemondb.net/pokedex/darmanitan,Blazing Pokémon,1.3 m (4′03″),92.9 kg (204.8 lbs)
607,Litwick,"[""Ghost"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/litwick.jpg,https://pokemondb.net/pokedex/litwick,Candle Pokémon,0.3 m (1′00″),3.1 kg (6.8 lbs)
608,Lampent,"[""Ghost"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/lampent.jpg,https://pokemondb.net/pokedex/lampent,Lamp Pokémon,0.6 m (2′00″),13.0 kg (28.7 lbs)
609,Chandelure,"[""Ghost"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/chandelure.jpg,https://pokemondb.net/pokedex/chandelure,Luring Pokémon,1.0 m (3′03″),34.3 kg (75.6 lbs)
631,Heatmor,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/heatmor.jpg,https://pokemondb.net/pokedex/heatmor,Anteater Pokémon,1.4 m (4′07″),58.0 kg (127.9 lbs)
636,Larvesta,"[""Bug"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/larvesta.jpg,https://pokemondb.net/pokedex/larvesta,Torch Pokémon,1.1 m (3′07″),28.8 kg (63.5 lbs)
637,Volcarona,"[""Bug"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/volcarona.jpg,https://pokemondb.net/pokedex/volcarona,Sun Pokémon,1.6 m (5′03″),46.0 kg (101.4 lbs)
643,Reshiram,"[""Dragon"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/reshiram.jpg,https://pokemondb.net/pokedex/reshiram,Vast White Pokémon,3.2 m (10′06″),330.0 kg (727.5 lbs)
653,Fennekin,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/fennekin.jpg,https://pokemondb.net/pokedex/fennekin,Fox Pokémon,0.4 m (1′04″),9.4 kg (20.7 lbs)
654,Braixen,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/braixen.jpg,https://pokemondb.net/pokedex/braixen,Fox Pokémon,1.0 m (3′03″),14.5 kg (32.0 lbs)
655,Delphox,"[""Fire"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/delphox.jpg,https://pokemondb.net/pokedex/delphox,Fox Pokémon,1.5 m (4′11″),39.0 kg (86.0 lbs)
662,Fletchinder,"[""Fire"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/fletchinder.jpg,https://pokemondb.net/pokedex/fletchinder,Ember Pokémon,0.7 m (2′04″),16.0 kg (35.3 lbs)
663,Talonflame,"[""Fire"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/talonflame.jpg,https://pokemondb.net/pokedex/talonflame,Scorching Pokémon,1.2 m (3′11″),24.5 kg (54.0 lbs)
667,Litleo,"[""Fire"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/litleo.jpg,https://pokemondb.net/pokedex/litleo,Lion Cub Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs)
668,Pyroar,"[""Fire"", ""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/pyroar.jpg,https://pokemondb.net/pokedex/pyroar,Royal Pokémon,1.5 m (4′11″),81.5 kg (179.7 lbs)
721,Volcanion,"[""Fire"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/volcanion.jpg,https://pokemondb.net/pokedex/volcanion,Steam Pokémon,1.7 m (5′07″),195.0 kg (429.9 lbs)
725,Litten,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/litten.jpg,https://pokemondb.net/pokedex/litten,Fire Cat Pokémon,0.4 m (1′04″),4.3 kg (9.5 lbs)
726,Torracat,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/torracat.jpg,https://pokemondb.net/pokedex/torracat,Fire Cat Pokémon,0.7 m (2′04″),25.0 kg (55.1 lbs)
727,Incineroar,"[""Fire"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/incineroar.jpg,https://pokemondb.net/pokedex/incineroar,Heel Pokémon,1.8 m (5′11″),83.0 kg (183.0 lbs)
741,Oricorio,"[""Fire"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/oricorio.jpg,https://pokemondb.net/pokedex/oricorio,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs)
757,Salandit,"[""Poison"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/salandit.jpg,https://pokemondb.net/pokedex/salandit,Toxic Lizard Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs)
758,Salazzle,"[""Poison"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/salazzle.jpg,https://pokemondb.net/pokedex/salazzle,Toxic Lizard Pokémon,1.2 m (3′11″),22.2 kg (48.9 lbs)
776,Turtonator,"[""Fire"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/turtonator.jpg,https://pokemondb.net/pokedex/turtonator,Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs)
806,Blacephalon,"[""Fire"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/blacephalon.jpg,https://pokemondb.net/pokedex/blacephalon,Fireworks Pokémon,1.8 m (5′11″),13.0 kg (28.7 lbs)
813,Scorbunny,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/scorbunny.jpg,https://pokemondb.net/pokedex/scorbunny,Rabbit Pokémon,0.3 m (1′00″),4.5 kg (9.9 lbs)
814,Raboot,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/raboot.jpg,https://pokemondb.net/pokedex/raboot,Rabbit Pokémon,0.6 m (2′00″),9.0 kg (19.8 lbs)
815,Cinderace,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/cinderace.jpg,https://pokemondb.net/pokedex/cinderace,Striker Pokémon,1.4 m (4′07″),33.0 kg (72.8 lbs)
838,Carkol,"[""Rock"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/carkol.jpg,https://pokemondb.net/pokedex/carkol,Coal Pokémon,1.1 m (3′07″),78.0 kg (172.0 lbs)
839,Coalossal,"[""Rock"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/coalossal.jpg,https://pokemondb.net/pokedex/coalossal,Coal Pokémon,2.8 m (9′02″),310.5 kg (684.5 lbs)
850,Sizzlipede,"[""Fire"", ""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/sizzlipede.jpg,https://pokemondb.net/pokedex/sizzlipede,Radiator Pokémon,0.7 m (2′04″),1.0 kg (2.2 lbs)
851,Centiskorch,"[""Fire"", ""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/centiskorch.jpg,https://pokemondb.net/pokedex/centiskorch,Radiator Pokémon,3.0 m (9′10″),120.0 kg (264.6 lbs)
909,Fuecoco,"[""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/fuecoco.png,https://pokemondb.net/pokedex/fuecoco,Fire Croc Pokémon,0.4 m (1′04″),9.8 kg (21.6 lbs)
910,Crocalor,"[""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/crocalor.png,https://pokemondb.net/pokedex/crocalor,Fire Croc Pokémon,1.0 m (3′03″),30.7 kg (67.7 lbs)
911,Skeledirge,"[""Fire"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/skeledirge.png,https://pokemondb.net/pokedex/skeledirge,Singer Pokémon,1.6 m (5′03″),326.5 kg (719.8 lbs)
935,Charcadet,"[""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/charcadet.png,https://pokemondb.net/pokedex/charcadet,Fire Child Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs)
936,Armarouge,"[""Fire"", ""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/armarouge.png,https://pokemondb.net/pokedex/armarouge,Fire Warrior Pokémon,1.5 m (4′11″),85.0 kg (187.4 lbs)
937,Ceruledge,"[""Fire"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/ceruledge.png,https://pokemondb.net/pokedex/ceruledge,Fire Blades Pokémon,1.6 m (5′03″),62.0 kg (136.7 lbs)
952,Scovillain,"[""Grass"", ""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/scovillain.png,https://pokemondb.net/pokedex/scovillain,Spicy Pepper Pokémon,0.9 m (2′11″),15.0 kg (33.1 lbs)
994,Iron Moth,"[""Fire"", ""Poison""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-moth.png,https://pokemondb.net/pokedex/iron-moth,Paradox Pokémon,1.2 m (3′11″),36.0 kg (79.4 lbs)
1004,Chi-Yu,"[""Dark"", ""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/chi-yu.png,https://pokemondb.net/pokedex/chi-yu,Ruinous Pokémon,0.4 m (1′04″),4.9 kg (10.8 lbs)
1020,Gouging Fire,"[""Fire"", ""Dragon""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/gouging-fire.png,https://pokemondb.net/pokedex/gouging-fire,Paradox Pokémon,3.5 m (11′06″),590.0 kg (1300.7 lbs)
