id_national,name,types,image,link,Species,height,weight
541,Swadloon,"[""Bug"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/swadloon.jpg,https://pokemondb.net/pokedex/swadloon,Leaf-Wrapped Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs)
542,Leavanny,"[""Bug"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/leavanny.jpg,https://pokemondb.net/pokedex/leavanny,Nurturing Pokémon,1.2 m (3′11″),20.5 kg (45.2 lbs)
546,Cottonee,"[""Grass"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/cottonee.jpg,https://pokemondb.net/pokedex/cottonee,Cotton Puff Pokémon,0.3 m (1′00″),0.6 kg (1.3 lbs)
547,Whimsicott,"[""Grass"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/whimsicott.jpg,https://pokemondb.net/pokedex/whimsicott,Windveiled Pokémon,0.7 m (2′04″),6.6 kg (14.6 lbs)
548,Petilil,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/petilil.jpg,https://pokemondb.net/pokedex/petilil,Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs)
549,Lilligant,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg,https://pokemondb.net/pokedex/lilligant,Flowering Pokémon,1.1 m (3′07″),16.3 kg (35.9 lbs)
556,Maractus,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/maractus.jpg,https://pokemondb.net/pokedex/maractus,Cactus Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs)
585,Deerling,"[""Normal"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/deerling.jpg,https://pokemondb.net/pokedex/deerling,Season Pokémon,0.6 m (2′00″),19.5 kg (43.0 lbs)
586,Sawsbuck,"[""Normal"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/sawsbuck.jpg,https://pokemondb.net/pokedex/sawsbuck,Season Pokémon,1.9 m (6′03″),92.5 kg (203.9 lbs)
590,Foongus,"[""Grass"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/foongus.jpg,https://pokemondb.net/pokedex/foongus,Mushroom Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs)
591,Amoonguss,"[""Grass"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/amoonguss.jpg,https://pokemondb.net/pokedex/amoonguss,Mushroom Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs)
597,Ferroseed,"[""Grass"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/ferroseed.jpg,https://pokemondb.net/pokedex/ferroseed,Thorn Seed Pokémon,0.6 m (2′00″),18.8 kg (41.4 lbs)
598,Ferrothorn,"[""Grass"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/ferrothorn.jpg,https://pokemondb.net/pokedex/ferrothorn,Thorn Pod Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs)
640,Virizion,"[""Grass"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/virizion.jpg,https://pokemondb.net/pokedex/virizion,Grassland Pokémon,2.0 m (6′07″),200.0 kg (440.9 lbs)
650,Chespin,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/chespin.jpg,https://pokemondb.net/pokedex/chespin,Spiny Nut Pokémon,0.4 m (1′04″),9.0 kg (19.8 lbs)
651,Quilladin,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/quilladin.jpg,https://pokemondb.net/pokedex/quilladin,Spiny Armor Pokémon,0.7 m (2′04″),29.0 kg (63.9 lbs)
652,Chesnaught,"[""Grass"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/chesnaught.jpg,https://pokemondb.net/pokedex/chesnaught,Spiny Armor Pokémon,1.6 m (5′03″),90.0 kg (198.4 lbs)
672,Skiddo,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/skiddo.jpg,https://pokemondb.net/pokedex/skiddo,Mount Pokémon,0.9 m (2′11″),31.0 kg (68.3 lbs)
673,Gogoat,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/gogoat.jpg,https://pokemondb.net/pokedex/gogoat,Mount Pokémon,1.7 m (5′07″),91.0 kg (200.6 lbs)
708,Phantump,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/phantump.jpg,https://pokemondb.net/pokedex/phantump,Stump Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs)
709,Trevenant,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/trevenant.jpg,https://pokemondb.net/pokedex/trevenant,Elder Tree Pokémon,1.5 m (4′11″),71.0 kg (156.5 lbs)
710,Pumpkaboo,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/pumpkaboo.jpg,https://pokemondb.net/pokedex/pumpkaboo,Pumpkin Pokémon,0.4 m (1′04″),5.0 kg (11.0 lbs)
711,Gourgeist,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg,https://pokemondb.net/pokedex/gourgeist,Pumpkin Pokémon,0.9 m (2′11″),12.5 kg (27.6 lbs)
722,Rowlet,"[""Grass"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/rowlet.jpg,https://pokemondb.net/pokedex/rowlet,Grass Quill Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs)
723,Dartrix,"[""Grass"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/dartrix.jpg,https://pokemondb.net/pokedex/dartrix,Blade Quill Pokémon,0.7 m (2′04″),16.0 kg (35.3 lbs)
724,Decidueye,"[""Grass"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/decidueye.jpg,https://pokemondb.net/pokedex/decidueye,Arrow Quill Pokémon,1.6 m (5′03″),36.6 kg (80.7 lbs)
753,Fomantis,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/fomantis.jpg,https://pokemondb.net/pokedex/fomantis,Sickle Grass Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs)
754,Lurantis,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/lurantis.jpg,https://pokemondb.net/pokedex/lurantis,Bloom Sickle Pokémon,0.9 m (2′11″),18.5 kg (40.8 lbs)
755,Morelull,"[""Grass"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/morelull.jpg,https://pokemondb.net/pokedex/morelull,Illuminating Pokémon,0.2 m (0′08″),1.5 kg (3.3 lbs)
756,Shiinotic,"[""Grass"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/shiinotic.jpg,https://pokemondb.net/pokedex/shiinotic,Illuminating Pokémon,1.0 m (3′03″),11.5 kg (25.4 lbs)
761,Bounsweet,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/bounsweet.jpg,https://pokemondb.net/pokedex/bounsweet,Fruit Pokémon,0.3 m (1′00″),3.2 kg (7.1 lbs)
762,Steenee,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/steenee.jpg,https://pokemondb.net/pokedex/steenee,Fruit Pokémon,0.7 m (2′04″),8.2 kg (18.1 lbs)
763,Tsareena,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/tsareena.jpg,https://pokemondb.net/pokedex/tsareena,Fruit Pokémon,1.2 m (3′11″),21.4 kg (47.2 lbs)
781,Dhelmise,"[""Ghost"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/dhelmise.jpg,https://pokemondb.net/pokedex/dhelmise,Sea Creeper Pokémon,3.9 m (12′10″),210.0 kg (463.0 lbs)
787,Tapu Bulu,"[""Grass"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/tapu-bulu.jpg,https://pokemondb.net/pokedex/tapu-bulu,Land Spirit Pokémon,1.9 m (6′03″),45.5 kg (100.3 lbs)
798,Kartana,"[""Grass"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/kartana.jpg,https://pokemondb.net/pokedex/kartana,Drawn Sword Pokémon,0.3 m (1′00″),0.1 kg (0.2 lbs)
810,Grookey,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/grookey.jpg,https://pokemondb.net/pokedex/grookey,Chimp Pokémon,0.3 m (1′00″),5.0 kg (11.0 lbs)
811,Thwackey,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/thwackey.jpg,https://pokemondb.net/pokedex/thwackey,Beat Pokémon,0.7 m (2′04″),14.0 kg (30.9 lbs)
812,Rillaboom,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/rillaboom.jpg,https://pokemondb.net/pokedex/rillaboom,Drummer Pokémon,2.1 m (6′11″),90.0 kg (198.4 lbs)
829,Gossifleur,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/gossifleur.jpg,https://pokemondb.net/pokedex/gossifleur,Flowering Pokémon,0.4 m (1′04″),2.2 kg (4.9 lbs)
830,Eldegoss,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/eldegoss.jpg,https://pokemondb.net/pokedex/eldegoss,Cotton Bloom Pokémon,0.5 m (1′08″),2.5 kg (5.5 lbs)
840,Applin,"[""Grass"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/applin.jpg,https://pokemondb.net/pokedex/applin,Apple Core Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs)
841,Flapple,"[""Grass"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/flapple.jpg,https://pokemondb.net/pokedex/flapple,Apple Wing Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs)
842,Appletun,"[""Grass"", ""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/appletun.jpg,https://pokemondb.net/pokedex/appletun,Apple Nectar Pokémon,0.4 m (1′04″),13.0 kg (28.7 lbs)
893,Zarude,"[""Dark"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/zarude.jpg,https://pokemondb.net/pokedex/zarude,Rogue Monkey Pokémon,1.8 m (5′11″),70.0 kg (154.3 lbs)
898,Calyrex,"[""Psychic"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/calyrex.jpg,https://pokemondb.net/pokedex/calyrex,King Pokémon,1.1 m (3′07″),7.7 kg (17.0 lbs)
906,Sprigatito,"[""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/sprigatito.png,https://pokemondb.net/pokedex/sprigatito,Grass Cat Pokémon,0.4 m (1′04″),4.1 kg (9.0 lbs)
907,Floragato,"[""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/floragato.png,https://pokemondb.net/pokedex/floragato,Grass Cat Pokémon,0.9 m (2′11″),12.2 kg (26.9 lbs)
908,Meowscarada,"[""Grass"", ""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/meowscarada.png,https://pokemondb.net/pokedex/meowscarada,Magician Pokémon,1.5 m (4′11″),31.2 kg (68.8 lbs)
928,Smoliv,"[""Grass"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/smoliv.png,https://pokemondb.net/pokedex/smoliv,Olive Pokémon,0.3 m (1′00″),6.5 kg (14.3 lbs)
929,Dolliv,"[""Grass"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/dolliv.png,https://pokemondb.net/pokedex/dolliv,Olive Pokémon,0.6 m (2′00″),11.9 kg (26.2 lbs)
930,Arboliva,"[""Grass"", ""Normal""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/arboliva.png,https://pokemondb.net/pokedex/arboliva,Olive Pokémon,1.4 m (4′07″),48.2 kg (106.3 lbs)
946,Bramblin,"[""Grass"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/bramblin.png,https://pokemondb.net/pokedex/bramblin,Tumbleweed Pokémon,0.6 m (2′00″),0.6 kg (1.3 lbs)
947,Brambleghast,"[""Grass"", ""Ghost""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/brambleghast.png,https://pokemondb.net/pokedex/brambleghast,Tumbleweed Pokémon,1.2 m (3′11″),6.0 kg (13.2 lbs)
948,Toedscool,"[""Ground"", ""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscool.png,https://pokemondb.net/pokedex/toedscool,Woodear Pokémon,0.9 m (2′11″),33.0 kg (72.8 lbs)
949,Toedscruel,"[""Ground"", ""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscruel.png,https://pokemondb.net/pokedex/toedscruel,Woodear Pokémon,1.9 m (6′03″),58.0 kg (127.9 lbs)
951,Capsakid,"[""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/capsakid.png,https://pokemondb.net/pokedex/capsakid,Spicy Pepper Pokémon,0.3 m (1′00″),3.0 kg (6.6 lbs)
952,Scovillain,"[""Grass"", ""Fire""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/scovillain.png,https://pokemondb.net/pokedex/scovillain,Spicy Pepper Pokémon,0.9 m (2′11″),15.0 kg (33.1 lbs)
986,Brute Bonnet,"[""Grass"", ""Dark""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/brute-bonnet.png,https://pokemondb.net/pokedex/brute-bonnet,Paradox Pokémon,1.2 m (3′11″),21.0 kg (46.3 lbs)
1001,Wo-Chien,"[""Dark"", ""Grass""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/wo-chien.png,https://pokemondb.net/pokedex/wo-chien,Ruinous Pokémon,1.5 m (4′11″),74.2 kg (163.6 lbs)
1010,Iron Leaves,"[""Grass"", ""Psychic""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-leaves.png,https://pokemondb.net/pokedex/iron-leaves,Paradox Pokémon,1.5 m (4′11″),125.0 kg (275.6 lbs)
1011,Dipplin,"[""Grass"", ""Dragon""]",https://img.pokemondb.net/sprites/scarlet-violet/normal/dipplin.png,https://pokemondb.net/pokedex/dipplin,Candy Apple Pokémon,0.4 m (1′04″),4.4 kg (9.7 lbs)
